,fixedacidity,volatileacidity,citricacidity,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,pH,sulphates,alchohol,quality
1066,6,0,0,5,0,62,172,0,3,0,9,6
1067,7,0,0,2,0,33,125,0,3,0,11,7
1068,8,0,0,6,0,9,87,0,2,0,12,7
1069,6,0,0,1,0,38,147,0,3,0,11,6
1070,8,0,0,1,0,32,166,0,3,0,11,7
1071,8,0,0,14,0,32,126,1,3,0,9,5
1072,8,0,0,9,0,28,118,0,2,0,10,7
1073,7,0,0,8,0,25,192,0,2,0,10,5
1074,6,0,0,12,0,27,186,0,3,0,9,6
1075,6,0,0,3,0,28,124,0,3,0,12,7
1076,7,0,0,7,0,42,180,0,3,0,10,6
1077,7,0,0,1,0,43,132,0,3,0,10,5
1078,6,0,0,16,0,56,197,1,3,0,9,5
1079,6,0,0,6,0,29,227,0,3,0,10,6
1080,6,0,0,4,0,31,118,0,3,0,9,7
1081,6,0,0,5,0,52,155,0,3,0,9,6
1082,6,0,0,5,0,52,155,0,3,0,9,6
1083,7,0,0,16,0,43,190,0,3,0,9,6
1084,6,0,0,5,0,29,142,0,3,0,10,7
1085,7,0,0,10,0,58,160,0,3,0,8,5
1086,5,0,0,3,0,21,128,0,3,0,11,8
1087,7,0,0,1,0,39,123,0,3,0,11,8
1088,7,0,0,16,0,43,190,0,3,0,9,6
1089,7,0,0,4,0,17,127,0,3,0,10,7
1090,8,0,0,17,0,62,213,1,3,0,9,6
1091,7,0,0,14,0,35,178,0,3,0,8,6
1092,7,0,0,1,0,24,156,0,3,0,10,6
1093,8,0,0,6,0,29,132,0,3,0,10,7
1094,7,0,0,8,0,52,183,0,3,0,8,5
1095,5,0,0,1,0,25,97,0,3,0,11,8
1096,6,0,0,8,0,44,139,0,3,0,10,6
1097,6,0,0,5,0,29,142,0,3,0,10,7
1098,6,0,0,10,0,32,120,0,3,0,10,6
1099,5,0,0,2,0,12,120,0,3,0,14,7
1100,6,0,0,5,0,52,155,0,3,0,9,6
1101,6,0,0,2,0,45,107,0,3,0,11,6
1102,6,0,0,1,0,59,148,0,3,0,11,5
1103,7,0,0,6,0,6,117,0,3,0,10,5
1104,7,0,0,10,0,58,160,0,3,0,8,5
1105,5,0,0,4,0,25,191,0,3,0,11,7
1106,5,0,0,3,0,21,128,0,3,0,11,8
1107,7,0,0,2,0,27,87,0,3,0,12,7
1108,6,0,0,1,0,13,76,0,3,0,12,7
1109,9,0,0,2,0,18,151,0,3,0,9,4
1110,7,0,0,2,0,27,87,0,3,0,12,7
1111,8,0,0,1,0,15,96,0,3,0,12,6
1112,6,0,0,12,0,55,177,0,3,0,9,6
1113,7,0,0,1,0,22,102,0,3,0,10,5
1114,6,0,0,1,0,5,26,0,3,0,10,4
1115,7,0,0,2,0,33,96,0,3,0,10,8
1116,5,0,0,1,0,11,64,0,3,0,10,5
1117,8,0,0,8,0,33,216,0,3,0,9,5
1118,5,0,0,1,0,11,64,0,3,0,10,5
1119,6,0,0,12,0,26,138,0,3,0,9,5
1120,6,0,0,12,0,34,106,0,3,0,9,6
1121,6,0,0,1,0,30,117,0,3,0,10,6
1122,6,0,0,1,0,40,89,0,3,0,11,7
1123,9,0,0,1,0,11,124,0,2,0,10,5
1124,9,0,0,1,0,19,135,0,2,0,10,5
1125,6,0,0,13,0,33,182,0,3,0,9,6
1126,6,0,0,1,0,73,166,0,3,0,12,7
1127,6,0,0,5,0,24,99,0,3,0,12,7
1128,5,0,0,1,0,21,100,0,3,0,9,5
1129,7,0,0,5,0,33,117,0,3,0,11,7
1130,6,0,0,1,0,36,159,0,3,0,9,6
1131,6,0,0,4,0,24,128,0,3,0,9,6
1132,6,0,0,14,0,28,162,0,3,0,9,5
1133,8,0,0,2,0,27,114,0,2,0,10,5
1134,7,0,0,4,0,19,127,0,3,0,10,5
1135,6,0,0,12,0,30,161,0,3,0,9,6
1136,6,0,0,5,0,70,178,0,3,0,12,8
1137,6,0,0,8,0,70,170,0,3,0,11,8
1138,9,0,0,3,0,39,133,0,3,0,9,5
1139,9,0,0,6,0,26,91,0,2,0,11,5
1140,8,0,0,1,0,17,57,0,3,0,10,6
1141,9,0,0,7,0,30,146,0,3,0,10,5
1142,9,0,0,3,0,39,133,0,3,0,9,5
1143,7,0,0,1,0,27,131,0,3,0,10,5
1144,7,0,0,1,0,27,132,0,3,0,10,5
1145,6,0,0,7,0,71,223,0,3,0,8,5
1146,9,0,0,1,0,15,151,0,3,0,10,5
1147,8,0,0,1,0,12,188,0,3,0,9,5
1148,7,0,0,5,0,29,111,0,3,0,10,6
1149,6,0,0,7,0,61,220,0,3,0,9,5
1150,6,0,0,7,0,69,219,0,3,0,8,5
1151,6,0,0,7,0,71,223,0,3,0,8,5
1152,6,0,0,1,0,24,79,0,3,0,9,4
1153,5,0,0,1,0,26,102,0,3,0,10,6
1154,7,0,0,4,0,37,171,0,3,0,9,4
1155,7,0,0,2,0,26,172,0,3,0,10,4
1156,7,0,0,16,0,23,135,0,3,0,9,6
1157,7,0,0,16,0,23,135,0,3,0,9,6
1158,5,0,0,4,0,73,189,0,3,0,9,6
1159,7,0,0,16,0,23,135,0,3,0,9,6
1160,7,0,0,1,0,50,153,0,3,0,9,6
1161,7,0,0,16,0,23,135,0,3,0,9,6
1162,6,0,0,7,0,29,151,0,3,0,10,7
1163,5,0,0,4,0,73,189,0,3,0,9,6
1164,8,0,0,0,0,15,73,0,3,0,10,6
1165,6,0,0,6,0,34,129,0,3,0,10,5
1166,6,0,0,0,0,13,82,0,3,0,9,5
1167,7,0,0,1,0,22,113,0,3,0,10,6
1168,7,0,0,1,0,21,74,0,3,0,11,5
1169,7,0,0,1,0,50,153,0,3,0,9,6
1170,7,0,0,4,0,20,115,0,3,0,9,6
1171,8,0,0,5,0,15,118,0,3,0,9,5
1172,7,0,0,1,0,10,119,0,3,0,12,6
1173,7,0,0,2,0,31,101,0,3,0,11,5
1174,7,0,0,12,0,49,214,0,3,0,10,6
1175,6,0,0,8,0,57,173,0,3,0,9,5
1176,6,0,0,11,0,29,198,0,3,0,9,7
1177,6,0,0,2,0,19,189,0,3,0,10,6
1178,9,0,0,2,0,35,167,0,2,0,9,5
1179,7,0,0,4,0,31,109,0,3,0,9,5
1180,8,0,0,5,0,15,118,0,3,0,9,5
1181,7,0,0,9,0,20,125,0,3,0,10,6
1182,7,0,0,2,0,31,101,0,3,0,11,5
1183,6,0,0,2,0,33,134,0,3,0,10,6
1184,7,0,0,4,0,40,138,0,3,0,12,7
1185,6,0,0,11,0,65,225,0,3,0,8,5
1186,7,0,0,1,0,22,184,0,3,0,9,5
1187,6,0,0,2,0,40,104,0,3,0,11,8
1188,7,0,0,1,0,45,143,0,3,0,9,6
1189,7,0,0,1,0,5,55,0,3,0,9,5
1190,7,0,0,1,0,10,119,0,3,0,12,6
1191,6,0,0,5,0,36,135,0,3,0,10,7
1192,7,0,0,14,0,29,107,0,2,0,9,6
1193,7,0,0,14,0,44,129,0,3,0,9,7
1194,6,0,0,8,0,36,216,0,3,0,9,6
1195,7,0,0,14,0,53,141,0,3,0,9,6
1196,6,0,0,5,0,36,135,0,3,0,10,7
1197,7,0,0,14,0,44,129,0,3,0,9,7
1198,7,0,0,14,0,29,107,0,2,0,9,6
1199,7,0,0,6,0,14,93,0,3,0,10,7
1200,6,0,0,1,0,37,93,0,3,0,10,6
1201,7,0,0,1,0,26,75,0,3,0,10,7
1202,6,0,0,7,0,35,192,0,3,0,9,5
1203,5,0,0,1,0,10,97,0,3,0,10,6
1204,5,0,0,1,0,10,97,0,3,0,10,6
1205,8,0,0,1,0,11,200,0,3,0,9,5
1206,7,0,0,15,0,61,171,0,2,0,8,6
1207,6,0,0,7,0,35,192,0,3,0,9,5
1208,6,0,0,1,0,48,134,0,3,0,11,6
1209,8,0,0,1,0,30,125,0,3,0,12,6
1210,9,0,0,1,0,14,59,0,2,0,10,6
1211,7,0,0,6,0,28,188,0,3,0,9,5
1212,7,0,0,1,0,32,155,0,3,0,11,6
1213,5,0,0,1,0,10,97,0,3,0,10,6
1214,9,0,0,1,0,11,59,0,2,0,10,6
1215,8,0,0,7,0,41,169,0,3,0,10,5
1216,8,0,0,1,0,17,93,0,3,0,11,8
1217,8,0,0,12,0,24,220,0,2,0,9,5
1218,7,0,0,7,0,25,126,0,3,0,11,8
1219,8,0,0,1,0,17,93,0,3,0,11,8
1220,6,0,0,1,0,15,217,0,3,0,11,6
1221,5,0,0,6,0,50,127,0,3,0,12,7
1222,7,0,0,1,0,21,115,0,3,0,10,6
1223,8,0,0,7,0,41,169,0,3,0,10,5
1224,7,0,0,2,0,29,102,0,3,0,12,7
1225,6,0,0,3,0,19,87,0,3,0,12,6
1226,7,0,0,2,0,29,102,0,3,0,12,7
1227,6,0,0,6,0,20,110,0,3,0,10,5
1228,9,0,0,1,0,25,109,0,3,0,12,6
1229,8,0,0,1,0,18,96,0,3,0,12,3
1230,7,0,0,13,0,46,238,0,3,0,8,6
1231,7,0,0,4,0,40,114,0,3,0,12,7
1232,7,0,0,5,0,27,93,0,3,0,12,7
1233,7,0,0,5,0,29,131,0,3,0,11,6
1234,7,0,0,1,0,47,155,0,3,0,10,6
1235,7,0,0,1,0,46,195,0,3,0,10,5
1236,6,0,0,3,0,19,87,0,3,0,12,6
1237,7,0,0,3,0,35,116,0,3,0,10,5
1238,7,0,0,2,0,35,128,0,3,0,13,7
1239,10,0,0,2,0,28,164,0,3,0,9,5
1240,7,0,0,1,0,44,178,0,3,0,9,6
1241,7,0,0,2,0,33,187,0,3,0,10,7
1242,8,0,0,6,0,36,141,0,2,0,13,7
1243,7,0,0,2,0,35,128,0,3,0,13,7
1244,6,0,0,5,0,23,131,0,3,0,10,5
1245,8,0,0,17,0,62,233,0,2,0,9,4
1246,8,0,0,5,0,41,167,0,3,0,10,7
1247,7,0,0,1,0,25,80,0,3,0,11,6
1248,7,0,0,1,0,20,73,0,3,0,10,7
1249,8,0,0,10,0,46,195,0,3,0,10,5
1250,5,0,0,5,0,48,160,0,3,0,10,7
1251,5,0,0,1,0,28,150,0,3,0,9,5
1252,5,0,0,1,0,24,152,0,3,0,9,6
1253,7,0,0,1,0,52,165,0,3,0,12,7
1254,7,0,0,1,0,58,150,0,3,0,9,5
1255,6,0,0,1,0,29,104,0,3,0,10,6
1256,7,0,0,1,0,28,157,0,3,0,9,6
1257,6,0,0,6,0,88,223,0,3,0,10,6
1258,6,0,0,6,0,65,212,0,3,0,9,6
1259,6,0,0,6,0,64,245,0,3,0,9,6
1260,6,0,0,7,0,63,236,0,3,0,9,6
1261,7,0,0,1,0,31,156,0,3,0,9,6
1262,7,0,0,1,0,28,157,0,3,0,9,6
1263,9,0,0,1,0,77,223,0,2,0,9,6
1264,7,0,0,1,0,15,73,0,3,0,9,5
1265,6,0,0,7,0,36,174,0,3,0,11,7
1266,7,0,0,4,0,36,116,0,2,0,12,8
1267,8,0,0,14,0,45,163,1,3,0,8,7
1268,7,0,0,10,0,21,145,0,3,0,9,5
1269,8,0,0,13,0,55,190,0,3,0,9,6
1270,8,0,0,14,0,45,163,1,3,0,8,7
1271,8,0,0,1,0,23,126,0,3,0,10,5
1272,7,0,0,5,0,32,162,0,3,0,9,5
1273,8,0,0,1,0,23,126,0,3,0,10,5
1274,8,0,0,13,0,55,190,0,3,0,9,6
1275,6,0,0,1,0,20,132,0,3,0,9,6
1276,8,0,0,14,0,45,163,1,3,0,8,7
1277,7,0,0,10,0,21,145,0,3,0,9,5
1278,7,0,0,4,0,10,133,0,3,0,10,6
1279,6,0,0,1,0,14,153,0,3,0,10,6
1280,7,0,0,1,0,29,140,0,3,0,12,6
1281,7,0,0,1,0,26,168,0,2,0,12,7
1282,7,0,0,10,0,51,147,0,3,0,8,5
1283,8,0,0,8,0,50,151,0,3,0,12,8
1284,7,0,0,1,0,26,168,0,2,0,12,7
1285,7,0,0,1,0,29,140,0,3,0,12,6
1286,6,0,0,1,0,40,147,0,3,0,11,7
1287,8,0,0,1,0,35,110,0,3,0,12,7
1288,7,0,0,1,0,29,109,0,3,0,12,7
1289,6,0,0,1,0,15,78,0,3,0,11,6
1290,8,0,0,1,0,16,98,0,3,0,9,6
1291,7,0,0,9,0,54,191,0,3,0,9,6
1292,6,0,0,1,0,14,79,0,3,0,10,6
1293,6,0,0,4,0,10,102,0,3,0,11,4
1294,6,0,0,4,0,10,102,0,3,0,11,4
1295,7,0,0,9,0,54,191,0,3,0,9,6
1296,7,0,0,5,0,30,131,0,3,0,10,6
1297,7,0,0,6,0,29,122,0,3,0,12,7
1298,7,0,0,5,0,45,163,0,3,0,12,6
1299,7,0,0,4,0,45,166,0,2,0,11,5
1300,9,0,0,5,0,52,159,0,2,0,10,6
1301,6,0,0,7,0,51,176,0,3,0,11,5
1302,7,0,0,6,0,39,212,0,3,0,9,6
1303,8,0,0,8,0,60,163,0,3,0,10,6
1304,8,0,0,17,0,61,228,1,2,0,9,5
1305,7,0,0,1,0,17,114,0,3,0,10,7
1306,6,0,0,1,0,34,105,0,3,0,12,8
1307,9,0,0,1,0,23,142,0,2,0,9,5
1308,9,0,0,1,0,22,130,0,3,0,10,6
1309,9,0,0,1,0,14,94,0,3,0,10,6
1310,5,0,0,13,0,37,142,0,3,0,9,6
1311,6,0,0,3,0,37,116,0,3,0,10,6
1312,9,0,0,1,0,16,160,0,2,0,10,5
1313,9,0,0,1,0,14,186,0,3,0,9,5
1314,6,0,0,6,0,46,169,0,3,0,9,6
1315,8,0,0,9,0,63,162,0,3,0,10,6
1316,7,0,0,2,0,40,190,0,3,0,11,6
1317,7,0,0,1,0,21,177,0,3,0,10,5
1318,6,0,0,1,0,25,96,0,3,0,10,6
1319,6,0,0,6,0,59,234,0,3,0,8,5
1320,7,0,0,1,0,6,114,0,3,0,12,6
1321,7,0,0,4,0,17,114,0,3,0,13,6
1322,5,0,0,0,0,28,152,0,3,0,10,6
1323,6,0,0,1,0,40,161,0,3,0,11,5
1324,6,0,0,1,0,21,182,0,3,0,10,6
1325,7,0,0,2,0,28,114,0,3,0,12,7
1326,6,0,0,6,0,33,168,0,3,0,9,6
1327,6,0,0,1,0,44,167,0,3,0,10,6
1328,5,0,0,1,0,13,81,0,3,0,11,6
1329,8,0,0,2,0,20,104,0,2,0,9,5
1330,8,0,0,2,0,24,108,0,2,0,9,5
1331,6,0,0,8,0,24,110,0,3,0,8,6
1332,7,0,0,17,0,69,210,1,3,0,9,7
1333,7,0,0,1,0,62,180,0,3,0,12,8
1334,9,0,0,1,0,26,107,0,3,0,12,6
1335,5,0,0,2,0,60,189,0,3,0,10,6
1336,7,0,0,7,0,38,161,0,3,0,11,8
1337,6,0,0,6,0,40,251,0,3,0,10,5
1338,6,0,0,6,0,40,251,0,3,0,10,5
1339,8,0,0,12,0,37,116,0,2,0,10,6
1340,7,0,0,0,0,50,121,0,3,0,10,6
1341,7,0,0,2,0,13,151,0,3,0,10,5
1342,8,0,0,12,0,37,116,0,2,0,10,6
1343,6,0,0,12,0,52,181,0,3,0,9,6
1344,7,0,0,1,0,51,165,0,3,0,12,8
1345,7,0,0,1,0,36,113,0,3,0,12,8
1346,7,0,0,6,0,46,163,0,3,0,12,7
1347,8,0,0,6,0,35,162,0,3,0,11,7
1348,7,0,0,7,0,38,161,0,3,0,11,8
1349,9,0,0,0,0,15,61,0,2,0,10,4
1350,8,0,0,3,0,22,122,0,3,0,12,7
1351,6,0,0,3,0,40,130,0,3,0,12,7
1352,5,0,0,2,0,60,189,0,3,0,10,6
1353,6,0,0,6,0,40,251,0,3,0,10,5
1354,7,0,0,1,0,43,179,0,3,0,9,5
1355,7,0,0,1,0,38,143,0,2,0,11,5
1356,7,0,0,15,0,55,191,1,3,0,8,6
1357,6,0,0,6,0,43,167,0,3,0,9,6
1358,6,0,0,2,0,35,103,0,3,0,12,8
1359,6,0,0,1,0,31,132,0,3,0,10,7
1360,6,0,0,5,0,56,158,0,3,0,10,6
1361,6,0,0,5,0,56,189,0,3,0,10,7
1362,6,0,0,1,0,42,115,0,3,0,11,7
1363,6,0,0,1,0,15,96,0,3,0,9,4
1364,7,0,0,1,0,38,143,0,2,0,11,5
1365,6,0,0,1,0,35,140,0,3,0,10,7
1366,7,0,0,0,0,22,95,0,3,0,10,6
1367,7,0,0,3,0,19,115,0,3,0,8,5
1368,7,0,0,15,0,55,191,1,3,0,8,6
1369,7,0,0,14,0,42,185,0,2,0,9,5
1370,7,0,0,1,0,23,116,0,3,0,10,6
1371,8,0,0,9,0,41,162,0,3,0,12,7
1372,10,0,0,8,0,37,181,0,2,0,9,6
1373,10,0,0,8,0,37,181,0,2,0,9,6
1374,6,0,0,2,0,24,121,0,3,0,12,7
1375,6,0,0,1,0,30,130,0,3,0,11,7
1376,6,0,0,1,0,6,134,0,3,0,11,6
1377,6,0,0,1,0,10,136,0,3,0,11,6
1378,6,0,0,1,0,46,132,0,3,0,11,7
1379,6,0,0,0,0,5,126,0,3,0,10,6
1380,6,0,0,8,0,36,152,0,3,0,12,7
1381,5,0,0,5,0,24,98,0,3,0,12,7
1382,6,0,0,3,0,28,92,0,3,0,9,6
1383,7,0,0,1,0,25,102,0,3,0,10,6
1384,6,0,0,1,0,5,133,0,3,0,11,6
1385,6,0,0,1,0,26,138,0,3,0,9,5
1386,5,0,0,4,0,17,116,0,3,0,13,7
1387,6,0,0,2,0,15,85,0,3,0,13,6
1388,7,0,0,1,0,12,143,0,3,0,11,7
1389,8,0,0,0,0,73,180,0,3,0,10,6
1390,5,0,0,7,0,33,123,0,3,0,10,6
1391,6,0,0,1,0,23,81,0,3,0,12,6
1392,6,0,0,2,0,15,85,0,3,0,13,6
1393,5,0,0,4,0,19,101,0,3,0,9,6
1394,5,0,0,4,0,17,116,0,3,0,13,7
1395,6,0,0,1,0,27,98,0,3,0,12,7
1396,7,0,0,1,0,12,143,0,3,0,11,7
1397,7,0,0,13,0,35,200,0,3,0,8,7
1398,7,0,0,13,0,35,200,0,3,0,8,7
1399,7,0,0,5,0,32,83,0,3,0,11,6
1400,7,0,0,13,0,35,200,0,3,0,8,7
1401,6,0,0,12,0,57,222,0,3,0,9,6
1402,7,0,0,5,0,31,122,0,3,0,11,8
1403,7,0,0,2,0,29,128,0,3,0,10,8
1404,9,0,0,6,0,11,73,0,2,0,11,5
1405,6,0,0,6,0,9,117,0,3,0,10,4
1406,8,0,0,6,0,12,90,0,3,0,10,8
1407,7,0,0,3,0,16,78,0,2,0,11,6
1408,7,0,0,13,0,35,200,0,3,0,8,7
1409,7,0,0,1,0,29,118,0,3,0,10,6
1410,7,0,0,5,0,39,97,0,3,0,11,6
1411,7,0,0,5,0,32,83,0,3,0,11,6
1412,6,0,0,4,0,26,155,0,3,0,12,8
1413,8,0,0,7,0,22,124,0,3,0,10,6
1414,5,0,0,1,0,55,130,0,3,0,11,6
1415,5,0,0,0,0,22,63,0,3,0,9,5
1416,6,0,0,1,0,16,128,0,3,0,10,6
1417,8,0,0,15,0,35,366,1,3,0,11,3
1418,6,0,0,1,0,18,132,0,3,0,10,5
1419,7,0,0,1,0,27,103,0,3,0,10,7
1420,9,0,0,11,0,29,137,0,3,0,10,4
1421,6,0,0,4,0,17,90,0,3,0,11,6
1422,5,0,0,1,0,25,105,0,3,0,9,5
1423,9,0,0,10,0,36,225,0,3,0,10,4
1424,8,0,0,7,0,22,124,0,3,0,10,6
1425,6,0,0,0,0,26,128,0,3,0,11,6
1426,7,0,0,1,0,34,140,0,3,0,12,6
1427,7,0,0,1,0,35,156,0,3,0,11,5
1428,8,0,0,1,0,28,81,0,3,0,10,7
1429,6,0,0,1,0,18,87,0,3,0,9,5
1430,7,0,0,1,0,8,119,0,3,0,10,4
1431,6,0,0,1,0,18,87,0,3,0,9,5
1432,6,0,0,2,0,16,94,0,3,0,12,7
1433,7,0,0,1,0,32,99,0,3,0,12,6
1434,7,0,0,1,0,35,156,0,3,0,11,5
1435,6,0,0,14,0,19,94,0,3,0,9,5
1436,8,0,0,17,0,51,243,1,2,0,9,5
1437,8,0,0,1,0,28,81,0,3,0,10,7
1438,6,0,0,7,0,67,210,0,3,0,9,5
1439,6,0,0,7,0,67,226,0,3,0,8,5
1440,7,0,0,13,0,56,162,0,3,0,8,5
1441,7,0,0,1,0,17,117,0,3,0,10,5
1442,8,0,0,1,0,27,117,0,3,0,9,5
1443,7,0,0,5,0,34,125,0,3,0,12,6
1444,7,0,0,13,0,37,158,0,3,0,11,6
1445,8,0,0,4,0,33,130,0,3,0,12,6
1446,6,0,0,1,0,35,92,0,3,0,12,6
1447,7,0,0,1,0,18,150,0,3,0,11,6
1448,7,0,0,1,0,18,150,0,3,0,11,6
1449,6,0,0,6,0,49,172,0,3,0,11,6
1450,7,0,0,13,0,37,158,0,3,0,11,6
1451,7,0,0,1,0,11,138,0,3,0,9,5
1452,7,0,0,13,0,37,158,0,3,0,11,6
1453,7,0,0,14,0,37,156,0,3,0,11,7
1454,8,0,0,19,0,50,231,1,2,0,9,5
1455,6,0,0,11,0,44,150,0,3,0,9,5
1456,6,0,0,1,0,35,92,0,3,0,12,6
1457,8,0,0,4,0,33,130,0,3,0,12,6
1458,7,0,0,2,0,42,144,0,3,0,12,6
1459,7,0,0,4,0,27,133,0,3,0,10,6
1460,8,0,0,3,0,29,128,0,3,0,12,6
1461,6,0,0,5,0,54,164,0,3,0,10,6
1462,7,0,0,1,0,18,150,0,3,0,11,6
1463,8,0,0,1,0,11,137,0,3,0,11,6
1464,8,0,0,9,0,46,151,0,3,0,12,8
1465,7,0,0,0,0,19,163,0,3,0,10,5
1466,6,0,0,6,0,49,172,0,3,0,11,6
1467,7,0,0,3,0,30,96,0,3,0,12,7
1468,6,0,0,1,0,15,60,0,3,0,9,5
1469,7,0,0,1,0,11,138,0,3,0,9,5
1470,7,0,0,14,0,37,156,0,3,0,11,7
1471,7,0,0,13,0,37,158,0,3,0,11,6
1472,7,0,0,1,0,6,48,0,3,0,11,5
1473,7,0,0,5,0,39,128,0,3,0,10,6
1474,6,0,0,3,0,13,85,0,2,0,9,4
1475,7,0,0,1,0,18,148,0,3,0,10,6
1476,7,0,0,8,0,40,184,0,3,0,10,5
1477,7,0,0,1,0,10,104,0,3,0,10,6
1478,7,0,0,4,0,39,159,0,2,0,11,6
1479,7,0,0,2,0,20,124,0,3,0,10,6
1480,7,0,0,1,0,18,148,0,3,0,10,6
1481,6,0,0,1,0,26,124,0,3,0,10,6
1482,6,0,0,2,0,57,187,0,3,0,10,6
1483,6,0,0,3,0,13,85,0,2,0,9,4
1484,7,0,0,4,0,8,134,0,3,0,9,3
1485,7,0,0,1,0,20,126,0,2,0,10,6
1486,6,0,0,0,0,17,51,0,3,0,9,6
1487,6,0,0,19,0,44,169,1,3,0,9,6
1488,6,0,0,13,0,68,224,0,3,0,9,6
1489,7,0,0,17,0,52,187,0,2,0,9,5
1490,5,0,0,1,0,28,117,0,3,0,10,6
1491,7,0,0,1,0,8,97,0,3,0,11,5
1492,8,0,0,9,0,47,188,0,3,0,10,5
1493,8,0,0,9,0,39,180,0,3,0,12,8
1494,7,0,0,8,0,42,186,0,3,0,12,8
1495,7,0,0,9,0,45,197,0,3,0,12,7
1496,6,0,0,1,0,6,62,0,3,0,10,5
1497,6,0,0,1,0,35,126,0,3,0,12,7
1498,7,0,0,1,0,23,86,0,3,0,12,6
1499,6,0,0,2,0,14,155,0,3,0,13,6
1500,7,0,0,9,0,26,132,0,2,0,11,7
1501,8,0,0,1,0,34,169,0,3,0,10,5
1502,6,0,0,1,0,17,121,0,3,0,9,5
1503,6,0,0,4,0,24,124,0,3,0,12,7
1504,7,0,0,12,0,24,126,0,3,0,12,8
1505,9,0,0,1,0,39,130,0,3,0,9,7
1506,8,0,0,8,0,51,205,0,3,0,11,6
1507,7,0,0,7,0,59,160,0,3,0,10,6
1508,6,0,0,14,0,50,170,0,3,0,9,6
1509,7,0,0,1,0,15,144,0,3,0,10,5
1510,8,0,0,1,0,10,145,0,3,0,10,5
1511,8,0,0,3,0,15,126,0,3,0,11,6
1512,7,0,0,9,0,29,134,0,2,0,11,7
1513,7,0,0,9,0,48,161,0,3,0,11,6
1514,7,0,0,9,0,26,132,0,2,0,11,7
1515,7,0,0,1,0,34,136,0,3,0,10,6
1516,8,0,0,9,0,53,154,0,3,0,10,6
1517,8,0,0,9,0,52,163,0,3,0,10,6
1518,8,0,0,7,0,22,95,0,3,0,12,6
1519,8,0,0,1,0,34,169,0,3,0,10,5
1520,8,0,0,1,0,38,167,0,3,0,10,6
1521,6,0,0,1,0,17,121,0,3,0,9,5
1522,6,0,0,1,0,15,164,0,3,0,11,5
1523,8,0,0,9,0,31,185,0,3,0,10,6
1524,6,0,0,18,0,41,158,0,3,0,8,6
1525,7,0,0,12,0,47,156,0,3,0,8,5
1526,14,0,0,1,0,33,156,0,3,0,11,6
1527,7,0,0,7,0,48,195,0,3,0,11,6
1528,7,0,0,1,0,33,156,0,3,0,11,6
1529,6,0,0,18,0,41,158,0,3,0,8,6
1530,7,0,0,12,0,47,156,0,3,0,8,5
1531,8,0,0,8,0,26,174,0,3,0,11,7
1532,7,0,0,7,0,61,209,0,3,0,11,7
1533,7,0,0,5,0,32,107,0,3,0,10,6
1534,7,0,0,15,0,44,176,0,3,0,9,6
1535,8,0,0,1,0,17,122,0,3,0,10,6
1536,8,0,0,1,0,6,24,0,2,0,9,5
1537,8,0,0,1,0,32,148,0,3,0,10,6
1538,6,0,0,1,0,26,106,0,3,0,9,6
1539,7,0,0,5,0,32,107,0,3,0,10,6
1540,7,0,0,15,0,44,176,0,3,0,9,6
1541,7,0,0,0,0,29,86,0,3,0,9,4
1542,7,0,0,1,0,27,104,0,3,0,10,6
1543,7,0,0,1,0,28,99,0,3,0,10,6
1544,8,0,0,1,0,6,24,0,2,0,9,5
1545,7,0,0,5,0,33,152,0,3,0,10,6
1546,6,0,0,4,0,35,156,0,3,0,9,6
1547,6,0,0,4,0,36,158,0,3,0,9,6
1548,7,0,0,1,0,32,102,0,3,0,12,6
1549,8,0,0,1,0,17,122,0,3,0,10,6
1550,7,0,0,5,0,36,157,0,3,0,10,6
1551,6,0,0,1,0,45,129,0,3,0,8,6
1552,7,0,0,1,0,44,152,0,3,0,12,7
1553,6,0,0,7,0,25,156,0,3,0,11,7
1554,7,0,0,8,0,32,164,0,3,0,11,7
1555,6,0,0,1,0,35,148,0,3,0,10,7
1556,7,0,0,10,0,45,182,0,3,0,9,6
1557,7,0,0,5,0,36,157,0,3,0,10,6
1558,6,0,0,6,0,12,115,0,3,0,9,4
1559,8,0,0,1,0,14,56,0,2,0,10,4
1560,7,0,0,1,0,33,156,0,3,0,12,6
1561,9,0,0,2,0,10,112,0,3,0,10,5
1562,7,0,0,1,0,26,126,0,3,0,12,7
1563,7,0,0,1,0,33,156,0,3,0,12,6
1564,9,0,0,2,0,10,112,0,3,0,10,5
1565,8,0,0,3,0,29,117,0,3,0,10,6
1566,7,0,0,18,0,36,158,0,3,0,9,5
1567,7,0,0,1,0,19,110,0,3,0,9,5
1568,7,0,0,8,0,49,188,0,3,0,9,6
1569,6,0,0,5,0,35,157,0,3,0,9,5
1570,6,0,0,4,0,36,159,0,3,0,9,5
1571,7,0,0,8,0,49,188,0,3,0,9,6
1572,6,0,0,7,0,50,168,0,3,0,10,6
1573,7,0,0,3,0,21,116,0,3,0,10,5
1574,8,0,0,8,0,23,108,0,2,0,10,4
1575,6,0,0,2,0,61,182,0,3,0,10,6
1576,6,0,0,1,0,20,74,0,3,0,9,6
1577,7,0,0,1,0,17,128,0,3,0,10,4
1578,6,0,0,11,0,54,168,0,3,0,10,5
1579,7,0,0,13,0,50,191,0,3,0,9,4
1580,9,0,0,15,0,13,119,1,3,0,9,5
